,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC
12253,From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,10.0,14.0,13.0,7.0,Cartouche
12254,The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0.0,0.0,0.06,9.0,7.0,7.4,12.0,eShop Cartouche
12255,Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06,12.0,3.0,16.7,7.0,Cartouche
12256,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.06,0.0,0.0,0.0,0.06,11.0,4.0,17.5,12.0,DVD
12257,Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.06,9.0,3.0,9.0,12.0,UMD
12258,Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,14.0,31.0,16.3,3.0,Cartouche
12259,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,11.0,3.0,14.7,3.0,eShop
12263,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,10.0,8.0,16.9,12.0,Cartouche
12267,LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06,13.0,8.0,13.8,3.0,Cartouche
12336,Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,12.0,4.0,15.8,18.0,PlayStation Store Steam Cartouche
12338,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,18.0,368.0,17.4,16.0,DVD
12341,Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,16.0,46.0,17.6,7.0,Cartouche
12342,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,11.0,5.0,16.4,3.0,DVD
12344,Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,14.0,22.0,16.5,18.0,CD DVD
12346,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06,10.0,11.0,13.8,12.0,UMD
12350,Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0.0,0.0,0.0,0.06,6.0,3.0,9.3,3.0,Cartouche
12351,The Witcher,PC,2007,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,16.0,199.0,16.8,18.0,DVD
12352,PenPen TriIceLon,DC,1998,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06,12.0,9.0,13.9,3.0,GDROM
12357,Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0.0,0.0,0.01,0.06,11.0,9.0,14.9,12.0,UMD
12358,Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,13.0,8.0,17.5,3.0,Nintendo Game Disc DVD
12362,Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,10.0,1.0,18.0,3.0,DVD Nintendo Game Disc Cartouche
12363,Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,14.0,15.0,17.3,16.0,DVD
12364,Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,0.04,0.02,0.0,0.01,0.06,4.0,2.0,15.0,3.0,Cartouche
12366,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0.0,0.0,0.0,0.06,11.0,8.0,15.8,12.0,Cartouche
12368,Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06,10.0,3.0,12.3,3.0,Cartouche Nintendo Game Disc
12371,Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,10.0,34.0,13.9,18.0,Blu-Ray DVD
12375,Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,12.0,21.0,13.4,3.0,DVD
12376,Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,11.0,4.0,19.5,16.0,DVD Nintendo Game Disc
12381,Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,15.0,7.0,17.1,12.0,DVD CD
12382,Remember Me,PC,2013,Action,Capcom,0.0,0.05,0.0,0.01,0.06,16.0,283.0,15.1,16.0,DVD
12392,Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,11.0,0.0,15.0,3.0,Cartouche
12402,Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,16.0,16.0,16.3,3.0,Nintendo Game Disc Cartouche CD
12412,Syndicate,PC,1992,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,13.0,63.0,12.7,18.0,DVD
12413,Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.04,0.01,0.0,0.01,0.06,11.0,2.0,16.0,7.0,Blu-Ray DVD
12420,Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,11.0,1.0,16.0,3.0,DsiWare
12421,Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0.0,0.0,0.06,16.0,9.0,16.3,3.0,CD
12424,Worldwide Soccer,SAT,1994,Sports,Sega,0.0,0.0,0.06,0.0,0.06,12.0,16.0,12.0,3.0,GDROM
12426,Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,15.0,169.0,13.1,3.0,DVD
12429,Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,12.0,8.0,12.4,16.0,DVD
12431,Darksiders II,XOne,2015,Action,Nordic Games,0.03,0.02,0.0,0.01,0.06,17.0,6.0,16.8,16.0,eShop DVD iDensity Blu-Ray
12434,Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06,10.0,4.0,12.5,12.0,Cartouche
12436,Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,14.0,111.0,15.7,3.0,DVD
12439,Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.06,0.0,0.0,0.0,0.06,11.0,0.0,15.0,3.0,DVD
12442,Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0.0,0.0,0.06,9.0,7.0,13.9,12.0,Blu-Ray DVD
12454,Match 3 Madness,DS,2010,Puzzle,Foreign Media Games,0.0,0.05,0.0,0.01,0.06,11.0,0.0,15.0,3.0,Blu-Ray DVD
12458,LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,13.0,15.0,13.7,7.0,DVD
12463,Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.06,10.0,6.0,13.5,3.0,CD
12469,Mercury Meltdown,PSP,2006,Action,Atari,0.05,0.01,0.0,0.01,0.06,13.0,15.0,17.1,3.0,UMD
12471,3D Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06,14.0,11.0,14.1,3.0,CD
12474,Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0.0,0.0,0.06,9.0,53.0,14.0,16.0,Xbox Live Arcade PlayStation Store
12475,Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06,16.0,12.0,16.9,12.0,DVD App Store Online Cartouche Google Play
12479,Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,0.05,0.01,0.0,0.0,0.06,16.0,6.0,18.3,3.0,CD Nintendo Game Disc DVD Cartouche
12481,Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.03,0.0,0.01,0.06,10.0,16.0,11.3,16.0,Blu-Ray DVD
12482,I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,11.0,1.0,20.0,3.0,DsiWare eShop
12484,Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,11.0,8.0,12.6,12.0,DVD
12490,Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,14.0,1.0,17.0,3.0,CD Nintendo Game Disc DVD
12491,pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.06,16.0,227.0,14.0,3.0,DVD
12493,Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.03,0.0,0.02,0.01,0.06,14.0,18.0,16.0,12.0,Steam DVD Blu-Ray New Game Media
12495,PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,12.0,17.0,14.8,3.0,UMD
12499,Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06,11.0,1.0,13.0,3.0,Cartouche
12506,Winx Club: Mission Enchantix,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06,9.0,16.0,13.4,3.0,Cartouche
12509,Backyard Skateboarding 2006,GBA,2004,Sports,Atari,0.04,0.02,0.0,0.0,0.06,11.0,0.0,15.0,3.0,Cartouche
12510,Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06,15.0,3.0,16.7,7.0,Cartouche DVD
12518,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.03,0.02,0.0,0.0,0.06,16.0,10.0,16.0,12.0,CD
12520,All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,11.0,0.0,15.0,3.0,UMD
12522,Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,0.06,0.0,0.0,0.0,0.06,16.0,5.0,17.6,3.0,Console Virtuelle eShop Cartouche
12524,Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.03,0.0,0.01,0.06,14.0,1.0,17.0,18.0,PlayStation Store
12526,Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0.0,0.01,0.0,0.06,11.0,18.0,18.1,12.0,DVD UMD PlayStation Store
12527,The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,4.0,3.0,9.0,12.0,DVD Blu-Ray
12529,Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0.0,0.05,0.0,0.01,0.06,9.0,4.0,9.8,3.0,Cartouche
12537,Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06,14.0,20.0,13.3,7.0,UMD DVD
12541,The Saboteur,PC,2009,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,15.0,153.0,15.7,18.0,DVD
12543,Myst III: Exile,XB,2002,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.06,18.0,85.0,17.2,3.0,DVD CD
12544,Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0.0,0.04,0.01,0.01,0.06,11.0,30.0,16.2,18.0,Blu-Ray DVD
12546,Nanostray,DS,2005,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,13.0,25.0,15.7,7.0,Cartouche
12553,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06,9.0,23.0,13.0,12.0,DVD
12554,Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,14.0,42.0,16.7,18.0,DVD
12555,Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,11.0,2.0,11.5,12.0,UMD
12558,The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,15.0,127.0,16.1,12.0,CD
12560,Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0.0,0.0,0.06,18.0,253.0,18.4,16.0,PlayStation Store Cartouche CD GDROM Nintendo Game Disc
12561,MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.06,11.0,1.0,15.0,3.0,DVD
12562,Real Soccer 2009,DS,2008,Sports,Ubisoft,0.05,0.0,0.0,0.0,0.06,12.0,7.0,13.0,3.0,Cartouche
12564,The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.03,0.02,0.0,0.0,0.06,13.0,5.0,15.0,16.0,iDensity eShop
12568,Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,6.0,24.0,8.5,18.0,Blu-Ray
12572,Catwoman,XB,2004,Action,Electronic Arts,0.04,0.01,0.0,0.0,0.06,7.0,5.0,16.0,3.0,DVD Nintendo Game Disc Cartouche CD
12573,Murdered: Soul Suspect,PC,2014,Action,Square Enix,0.0,0.05,0.0,0.01,0.06,11.0,90.0,14.3,18.0,Steam DVD
12578,Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0.0,0.0,0.06,5.0,18.0,7.0,16.0,Blu-Ray DVD
12580,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,17.0,4.0,16.8,12.0,DVD
12583,Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,13.0,23.0,18.1,3.0,Cartouche
12587,PopStar Guitar,Wii,2008,Misc,Midway Games,0.03,0.03,0.0,0.01,0.06,4.0,2.0,11.5,12.0,DVD
12588,Mirror's Edge,PC,2009,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,17.0,468.0,16.8,16.0,DVD
12589,Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,12.0,32.0,12.6,12.0,UMD
12590,Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,0.04,0.02,0.0,0.0,0.06,7.0,3.0,8.0,7.0,Cartouche
12593,G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,12.0,6.0,14.5,3.0,DVD
12595,Constantine,XB,2005,Action,SCi,0.04,0.01,0.0,0.0,0.06,9.0,7.0,14.1,16.0,DVD CD
12597,Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,18.0,28.0,17.6,18.0,CD Blu-Ray DVD Nintendo Game Disc
12601,Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,18.0,323.0,17.0,12.0,DVD
12605,Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0.0,0.01,0.06,12.0,4.0,13.8,7.0,DVD
12609,FIFA Street,GC,2005,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,15.0,118.0,16.9,3.0,Nintendo Game Disc DVD Blu-Ray
12613,Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,16.0,7.0,17.3,3.0,Cartouche DVD Nintendo Game Disc
12616,Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0.0,0.0,0.06,13.0,16.0,14.8,3.0,Nintendo Game Disc UMD
12619,Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06,11.0,16.0,15.4,12.0,Cartouche
12628,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.06,13.0,22.0,16.5,12.0,DVD Nintendo Game Disc CD
12631,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,0.03,0.02,0.0,0.01,0.06,16.0,20.0,17.0,12.0,DVD
12633,Dr. Muto,XB,2002,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06,13.0,2.0,17.5,3.0,Cartouche DVD Nintendo Game Disc
12635,Gothic 3,PC,2006,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,17.0,213.0,16.2,16.0,DVD
12638,Dino Pets,DS,2009,Simulation,Avanquest,0.05,0.0,0.0,0.0,0.06,11.0,4.0,16.3,3.0,eShop
12641,Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,11.0,0.0,15.0,3.0,UMD
12646,Myst,SAT,1994,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06,19.0,4.0,17.0,3.0,Online Disquette CD Cartouche UMD App Store
12647,F1 2010,PC,2010,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06,17.0,187.0,16.3,3.0,DVD
12651,Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06,12.0,27.0,15.8,3.0,DVD
12656,A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0.0,0.0,0.06,0.0,0.06,3.0,22.0,7.5,3.0,CD
12659,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,7.0,5.0,15.8,3.0,CD
12662,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0.0,0.0,0.06,13.0,4.0,18.0,3.0,Cartouche CD
12663,NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,16.0,13.0,17.8,3.0,DVD UMD Blu-Ray
12665,GunPey,PSP,2006,Puzzle,Atari,0.05,0.0,0.0,0.01,0.06,13.0,2.0,15.0,3.0,UMD
12672,The King of Fighters '96,NG,1996,Fighting,SNK,0.0,0.0,0.06,0.0,0.06,11.0,4.0,19.3,12.0,PlayStation Store Cartouche CD Console Virtuelle
12675,Backyard NFL Football '08,PS2,2007,Sports,Atari,0.03,0.02,0.0,0.01,0.06,11.0,0.0,15.0,3.0,CD
12676,Coraline,Wii,2009,Action,D3Publisher,0.05,0.0,0.0,0.0,0.06,11.0,9.0,11.6,12.0,DVD
12682,Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06,5.0,3.0,7.0,7.0,Cartouche
12689,V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0.0,0.01,0.06,16.0,53.0,14.9,3.0,DVD
12691,Whiplash,XB,2003,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06,14.0,2.0,17.0,7.0,DVD
12696,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,11.0,0.0,15.0,3.0,DVD
12697,Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,11.0,1.0,17.0,3.0,Nintendo Game Disc
12700,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,0.03,0.02,0.0,0.01,0.06,9.0,3.0,7.0,3.0,CD
12703,Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,14.0,10.0,15.0,12.0,DVD
12708,4 Elements,PC,2009,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05,13.0,12.0,13.8,3.0,CD
12713,Medabots: Metabee,GBA,2002,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05,10.0,5.0,10.8,3.0,Cartouche
12714,Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,13.0,142.0,13.7,16.0,DVD
12716,Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0.0,0.01,0.05,7.0,11.0,15.0,18.0,CD
12717,Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,10.0,7.0,14.3,3.0,DVD Nintendo Game Disc CD
12722,Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,11.0,2.0,15.5,16.0,DVD Nintendo Game Disc CD
12726,Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,11.0,3.0,12.3,3.0,DVD
12732,Princess on Ice,DS,2008,Sports,505 Games,0.04,0.01,0.0,0.0,0.05,6.0,4.0,17.0,3.0,Cartouche
12743,Mister Slime,DS,2008,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,10.0,2.0,12.5,3.0,Cartouche
12748,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0.0,0.01,0.05,10.0,50.0,15.2,16.0,DVD
12750,Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0.0,0.0,0.05,15.0,30.0,16.8,3.0,Xbox Originals DVD Nintendo Game Disc CD
12752,Vertigo,Wii,2009,Strategy,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,8.0,5.0,7.2,3.0,DVD
12753,Blood Omen 2,GC,2002,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05,16.0,12.0,16.5,16.0,Nintendo Game Disc CD
12754,NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.04,0.0,0.0,0.01,0.05,17.0,28.0,15.1,3.0,Blu-Ray Online Steam Windows Store CD PlayStation Store
12756,Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,10.0,15.0,13.3,16.0,DVD
12757,Carve,XB,2004,Racing,Global Star,0.04,0.01,0.0,0.0,0.05,10.0,2.0,13.0,3.0,DVD
12761,WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.05,7.0,8.0,12.1,3.0,CD
12763,Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05,14.0,82.0,17.4,12.0,DVD PlayStation Store
12771,Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,10.0,30.0,16.8,3.0,CD
12776,Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,13.0,3.0,10.7,16.0,New Game Media Blu-Ray DVD
12778,UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,13.0,23.0,14.9,3.0,CD DVD Nintendo Game Disc
12785,Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05,11.0,1.0,19.0,3.0,Nintendo Game Disc
12786,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,10.0,32.0,12.1,12.0,DVD
12789,Arcana Heart 3,X360,2011,Fighting,PQube,0.0,0.03,0.02,0.0,0.05,14.0,18.0,16.0,12.0,Steam DVD Blu-Ray New Game Media
12790,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0,0.05,11.0,3.0,11.7,3.0,DVD
12795,Rugby 15,X360,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.0,0.05,7.0,1.0,20.0,3.0,Blu-Ray New Game Media DVD
12797,Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,13.0,12.0,16.6,3.0,DVD Blu-Ray
12805,Venetica,PC,2009,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,12.0,22.0,14.7,16.0,DVD
12808,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0.0,0.0,0.05,16.0,3.0,17.7,3.0,Nintendo Game Disc CD Cartouche DVD
12813,Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05,11.0,0.0,15.0,3.0,DVD
12822,Judge Dredd,PS,1997,Platform,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05,11.0,1.0,14.0,16.0,CD Cartouche Disquette
12826,King Arthur,XB,2004,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,10.0,3.0,16.0,12.0,CD DVD Nintendo Game Disc
12827,DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0.0,0.05,0.0,0.01,0.05,17.0,4.0,19.0,3.0,Contenu Xbox Live DVD App Store
12829,UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,13.0,10.0,15.3,3.0,DVD UMD
12831,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05,13.0,54.0,14.4,18.0,DVD
12838,Myst IV: Revelation,XB,2005,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05,17.0,1.0,19.0,7.0,DVD
12842,Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05,11.0,0.0,15.0,3.0,DVD
12843,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0.0,0.0,0.01,0.05,11.0,1.0,16.0,16.0,Xbox Live Arcade PlayStation Store Online
12849,Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0.0,0.03,0.0,0.05,13.0,32.0,14.6,3.0,Nintendo Game Disc
12852,Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0.0,0.0,0.0,0.05,10.0,3.0,12.3,7.0,UMD
12853,Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,11.0,11.0,16.8,12.0,PlayStation Store
12854,Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,15.0,50.0,17.0,12.0,UMD
12860,The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,18.0,4.0,18.8,3.0,Blu-Ray DVD
12869,Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0.0,0.0,0.05,16.0,16.0,16.0,12.0,DVD
12870,Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,14.0,35.0,16.7,12.0,DVD
12873,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,11.0,1.0,16.0,3.0,DsiWare
12874,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,14.0,11.0,16.5,16.0,DVD
12877,IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,11.0,3.0,17.0,3.0,DVD CD
12878,Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05,6.0,3.0,4.7,3.0,DVD
12881,Rally Fusion: Race of Champions,XB,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.05,13.0,2.0,16.5,3.0,DVD
12890,Air Traffic Chaos,DS,2007,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,11.0,4.0,16.5,3.0,Cartouche
12901,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,12.0,14.0,12.3,16.0,UMD
