,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,description_wiki
2577,14803,Battlezone,PSP,2006.0,Shooter,Atari,0.02,0.0,0.0,0.0,0.03,"Battlezone
Développeur
Atari Inc.
Éditeur
Atari Inc.
Réalisateur
Ed Rotberg
Début du projet
1980
Genre
Action
Mode de jeu
Un joueur
Plateforme
Arcade, Apple II, Atari 2600, Atari 8-bit, Atari ST, Commodore 64, Commodore VIC-20, Game Boy, PC (MS-DOS), PSP
Évaluation
PEGI 71
Battlezone
Battlezone (jeu video 2016)
modifier - modifier le code - modifier Wikidata"
2578,14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007.0,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,no_data
2579,14805,Medal of Honor: Vanguard,PS2,2007.0,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,"Cet article ne cite pas suffisamment ses sources (juillet 2015).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
2580,14806,Touch Shot! Love Application,PS3,2012.0,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03,no_data
2581,14807,Nanotek Warrior,PS,1997.0,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03,no_data
2582,14808,Galileo,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,"Ne doit pas être confondu avec Galisteo, Galilei, Galilée ou Galileo Galilei."
2583,14809,Cake Mania: Baker's Challenge,PS2,2008.0,Puzzle,Destineer,0.01,0.01,0.0,0.0,0.03,no_data
2584,14810,Captain Tsubasa J: The Way to World Youth,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,no_data
2585,14811,Super Monkey Ball Adventure,PS2,2006.0,Platform,Sega,0.01,0.01,0.0,0.0,0.03,"Super Monkey Ball Adventure
Développeur
Traveller's Tales
Éditeur
Sega
Distributeur
Sega
Scénariste
Sega
Date de sortie
PlayStation 2 et PSP :
EUR 30 juin 2006
GameCube :
EUR 13 juillet 2006
Franchise
Super Monkey Ball
Genre
Party game, plates-formes
Mode de jeu
Un joueur, multijoueur
Plateforme
PSP, GameCube, PlayStation 2
Langue
Français
Évaluation
ESRB : E ?
PEGI : 3+ ?
modifier - modifier le code - modifier Wikidata"
2586,14812,Alien Breed Trilogy,X360,2011.0,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.03,no_data
2587,14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015.0,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,no_data
2588,14814,Sengoku Basara: Sanada Yukimura-Den,PS4,2016.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,no_data
2589,14815,CID The Dummy,Wii,2009.0,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,no_data
2590,14816,Kisuato,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,no_data
2591,14817,Madden NFL 07,GBA,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,"Madden NFL 07
Développeur
EA Tiburon
HB Studios (Wii)
Exient Entertainment (DS/GBA)
Éditeur
EA Sports
Date de sortie
22 août 2006
Genre
Sport (football américain)
Mode de jeu
Solo et multijoueur
Plateforme
PlayStation 2, PlayStation 3, GameCube, Xbox, Xbox 360, PlayStation Portable, Game Boy Advance, Nintendo DS, PC (Windows).
Évaluation
ESRB : E ?
Madden NFL
Madden NFL 06 Madden NFL 08
modifier - modifier le code - modifier Wikidata"
2592,14818,Renegade Racers,PS,1999.0,Racing,Interplay,0.01,0.01,0.0,0.0,0.03,no_data
2593,14819,The Legend of Korra (3DS),3DS,2014.0,Strategy,Activision,0.02,0.0,0.0,0.0,0.03,no_data
2594,14820,AniMates!,DS,2007.0,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,no_data
2595,14821,Monster High 13 Wishes,WiiU,2013.0,Action,Little Orbit,0.02,0.0,0.0,0.0,0.03,no_data
2596,14822,Franklin the Turtle,GBA,2005.0,Misc,Game Factory,0.02,0.01,0.0,0.0,0.03,"Pour les articles homonymes, voir Franklin."
2597,14823,Steins;Gate 0,PS3,2015.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,"Pour les articles homonymes, voir Steins."
2598,14824,Catan,DS,2009.0,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.03,"Les Colons de Catane
Jeu de société
Quatre joueurs autour d'une partie de Colons de Catane.
Données clés
Autres noms Les Colons de Katäne
Catane
Catan
Auteur Klaus Teuber
Illustrateur Franz Vohwinkel
Éditeur Jeux Descartes
Date de 1re édition 1995
Autres éditeurs Tilsit Éditions (2002)
Filosofia (2006)
Distributeurs
Hodin
Filosofia
Asmodée
Format Grande boîte
Mécanisme jeu de gestion
Thèmes colonisation
commerce
Joueur(s) 3 à 4
Âge À partir de 10 ans
Durée annoncée env. 75 minutes
Données clés
habileté
physique
 Non  réflexion
décision
 Oui générateur
de hasard
 Oui info. compl.
et parfaite
 Non
modifier"
2599,14825,Backyard NFL Football,Wii,2007.0,Sports,Atari,0.02,0.0,0.0,0.0,0.03,no_data
2600,14826,Captain Morgane and the Golden Turtle,PC,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03,no_data
2601,14827,Gauntlet / Rampart,GBA,2005.0,Misc,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,no_data
2602,14828,Age of Empires III: Gold Edition,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03,no_data
2603,14829,Let's Play Ballerina,Wii,2010.0,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.03,no_data
2604,14830,Disney Planes Fire & Rescue,WiiU,2014.0,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.03,no_data
2605,14831,Dream Girl Premier,3DS,2015.0,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,no_data
2606,14832,River King: Wonderful Journey,PS2,2005.0,Sports,505 Games,0.01,0.01,0.0,0.0,0.03,no_data
2607,14833,Senran Kagura: Bon Appétit!,PSV,2014.0,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,no_data
2608,14834,Ducati Moto,DS,2008.0,Racing,Vir2L Studios,0.02,0.0,0.0,0.0,0.03,no_data
2609,14835,Justice League Heroes: The Flash,GBA,2006.0,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,no_data
2610,14836,Pop Cutie! Street Fashion Simulation (JP sales),DS,2008.0,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,no_data
2611,14837,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015.0,Action,Activision,0.0,0.02,0.0,0.0,0.03,no_data
2612,14838,Kawasaki Snowmobiles,Wii,2008.0,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.03,no_data
2613,14839,Dungeon Siege II,PC,2005.0,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,"Dungeon Siege II
Développeur
Gas Powered Games
Éditeur
Microsoft, Mac Soft
Réalisateur
Chris Taylor
Compositeur
Jeremy Soule
Date de sortie
Le 2 septembre 2005 (France)
Le 16 août 2005 (US)
Genre
Action-RPG
Mode de jeu
Un à quatre joueurs
Plateforme
Windows, Mac OS
Langue
Français
Moteur
Dungeon Siege
Version
2.20.0.3822
Évaluation
PEGI : 12+ ?
Dungeon Siege (d)
Dungeon Siege Dungeon Siege: Throne of Agony (en)
modifier - modifier le code - modifier Wikidata"
2614,14840,Bae Yong-joon to Manabu Kankokugo DS,DS,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,no_data
2615,14841,World War II Combat: Road To Berlin,XB,2006.0,Shooter,Groove Games,0.02,0.01,0.0,0.0,0.03,no_data
2616,14842,Metal Saga,PS2,2005.0,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,"Metal Saga
Développeur
Success
Crea-Tech
Éditeur
JAP Success
AN Atlus
Compositeur
Satoshi Kadokura (en)
Date de sortie
JAP 9 juin 2005
AN 25 avril 2006
Franchise
Metal Max (en)
Genre
RPG
Mode de jeu
Solo
Plateforme
PlayStation 2
modifier - modifier le code - modifier Wikidata"
2617,14843,Imagine: Sweet 16,DS,2010.0,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,no_data
2618,14844,SWAT 4,PC,2005.0,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,"SWAT 4
Développeur
Irrational Games
Éditeur
Vivendi Games
Réalisateur
William Gardner,
Paul Hellquist,
Ian Vogel
Compositeur
Eric Brosius
Date de sortie
8 avril 2005 (France)
Franchise
SWAT
Genre
Tir tactique
Mode de jeu
Un joueur, Multijoueur
Plateforme
Windows
Langue
Textes en français, Voix en anglais
Moteur
Unreal Engine 2.0
Version
1.1
Évaluation
ESRB : M ?
PEGI : 18+ ?
modifier - modifier le code - modifier Wikidata"
2619,14845,Last Escort 2: Shinya no Amai Toge,PS2,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,no_data
2620,14846,Pop'n Music 13 Carnival,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,no_data
2621,14847,Magicka Collection,PC,2011.0,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03,no_data
2622,14848,Bookworm,GBA,2004.0,Puzzle,Unknown,0.02,0.01,0.0,0.0,0.03,"Bookworm
Développeur
PopCap Games
Black Lantern Studios (NDS et DSiWare)
Éditeur
PopCap Games
Réalisateur
Jason Kapalka
Date de sortie
25 février 2003
Genre
Réflexion
Mode de jeu
Solo
Plateforme
Windows, Mac OS, iOS, Game Boy Advance, Xbox, J2ME, BREW, Windows Mobile, Palm OS, BlackBerry, Nintendo DS, DSiWare
Moteur
PopCap Games, Adobe Flash
Version
1.13
modifier - modifier le code - modifier Wikidata"
2623,14849,Tokushu Houdoubu,PSV,2012.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,no_data
2624,14850,Terraria,WiiU,2016.0,Action,505 Games,0.0,0.02,0.0,0.0,0.03,"afficher
Cette section ne s'appuie pas, ou pas assez, sur des sources secondaires ou tertiaires (avril 2022). "
2625,14851,My DoItAll,DS,2009.0,Misc,Tomy Corporation,0.02,0.0,0.0,0.0,0.03,no_data
2626,14852,Legacy of Ys: Books I & II,DS,,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.03,no_data
2627,14853,Shakugan no Shana,PS2,2006.0,Adventure,Media Works,0.0,0.0,0.03,0.0,0.03,"↑ « Shakugan no Shana XXII » [archive], sur http://asciimw.jp/ [archive] (consulté le 31 mars 2015)
↑ « Shakugan no Shana SIII » [archive], sur http://asciimw.jp/ [archive] (consulté le 31 mars 2015)
↑ http://www.moetron.com/2009/07/07/shakugan-no-shana-s-ova-series/ [archive]"
2628,14854,Monster Mayhem: Build and Battle,Wii,2009.0,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.03,no_data
2629,14855,I Heart Geeks,DS,2011.0,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.03,no_data
2630,14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008.0,Action,Spike,0.0,0.0,0.03,0.0,0.03,no_data
2631,14857,The Lord of the Rings: Conquest,PC,2009.0,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03,"Cet article est une ébauche concernant le jeu vidéo et la Terre du Milieu.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
2632,14858,The King of Fighters: Maximum Impact - Maniax,XB,,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,no_data
2633,14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,no_data
2634,14860,Little Busters! Converted Edition,PSV,2012.0,Action,Prototype,0.0,0.0,0.03,0.0,0.03,no_data
2635,14861,Hankou Shashin,SAT,1996.0,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03,no_data
2636,14862,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015.0,Role-Playing,Idea Factory,0.0,0.01,0.01,0.0,0.03,no_data
2637,14863,Marker Man Adventures,DS,2009.0,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,no_data
2638,14864,Capcom Digital Collection,X360,2012.0,Action,Capcom,0.02,0.01,0.0,0.0,0.03,no_data
2639,14865,Pro Yakyuu Family Stadium,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,"Cet article ne cite pas suffisamment ses sources (mai 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
2640,14866,Open Season,PS2,2006.0,Platform,Ubisoft,0.01,0.01,0.0,0.0,0.03,no_data
2641,14867,Monster Hunter Frontier Online: Forward 2,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,no_data
2642,14868,Moyashimon DS,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,no_data
2643,14869,A Ressha de Gyoukou 2001,PS2,2001.0,Simulation,ArtDink,0.0,0.0,0.03,0.0,0.03,no_data
2644,14870,Diabolik Lovers: Lunatic Parade,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,"↑ (en) « Diabolik Lovers Franchise of 6 Vampire Brothers Gets Anime » [archive], sur Anime News Network, 17 février 2013 (consulté le 10 février 2015).
↑ (en) « ZEXCS Makes Diabolik Lovers Anime About Vampire Brothers » [archive], sur Anime News Network, 9 juin 2013 (consulté le 24 juin 2013).
↑ (en) « Vampire TV Anime Diabolik Lovers Slated For September » [archive], sur Anime News Network, 3 août 2013 (consulté le 10 février 2015).
↑ (en) « Diabolik Lovers Vampire TV Anime Slated for September 16 » [archive], sur Anime News Network, 3 août 2013 (consulté le 10 février 2015).
↑ (en) « Crunchyroll to Stream Vampire TV Anime Diabolik Lovers » [archive], sur Anime News Network, 16 septembre 2013 (consulté le 10 février 2015).
↑ « Simulcast : Début de DIABOLIK LOVERS » [archive], sur AnimeLand, 5 octobre 2013 (consulté le 20 août 2015)."
2645,14871,Let's Dance with Mel B,Wii,2011.0,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.03,no_data
2646,14872,Battlestations: Pacific,PC,2009.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,"Battlestations
Pacific
Développeur
Eidos Hongrie
Éditeur
Eidos Interactive
Feral Interactive (Macintosh) 1
Compositeur
Richard Jacques
Date de sortie
15 mai 2009
Genre
Stratégie en temps réel
Simulation navale
Simulateur de vol
Mode de jeu
Solo et multijoueur
Plateforme
Mac OS X, Windows, Xbox 360
Langue
Anglais, français, allemand, italien, espagnol
Évaluation
ESRB : T ?
PEGI : 12+ ?
Site web
www.battlestations.net
modifier - modifier le code - modifier Wikidata"
2647,14873,Neverwinter Nights 2,PC,2006.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03,"↑ Interview de Feargus U sur TVG au sujet de DirectX [archive]
↑ Forums NWN2: Post-it sur Linux et Mac [archive]
↑ Topic du Forum indiquant une date de sortie [archive]
↑ Article sur NwVault [archive]
↑ Forums officiels de Neverwinter Nights 2 [archive]
↑ « Neverwinter Nights 2 sur Century-Soft » [archive]"
2648,14874,Starry ? Sky: In Autumn,PSP,2010.0,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,no_data
2649,14875,Battlefield 1942,PC,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,"Battlefield 1942
Logo officiel de Battlefield 1942.
Développeur
DICE
Éditeur
Electronic Arts
Réalisateur
Johan Persson
Compositeur
Joel Eriksson
Producteur
Lars Gustavsson
Date de sortie
AN : 10 septembre 2002

EUR : 20 septembre 2002
Genre
Tir à la première personne
Mode de jeu
Un joueur
Multijoueur (LAN, Internet)
Plateforme
Windows, Mac OS X
Moteur
Refractor Engine 1.0
Évaluation
PEGI 16 (d)
Battlefield
Battlefield Vietnam (2004)
modifier - modifier le code - modifier Wikidata"
2650,14876,Back to the Future: The Game,X360,2015.0,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,"Retour Vers Le Futur : Le Jeu
Développeur
Twisted Pixel Games
Iron Galaxy Studios (Wii)
Éditeur
Telltale Games
Distributeur
Deep Silver (version physique)
Réalisateur
Michael Stemmle
Scénariste
Deep Silver (version physique)
Compositeur
Jared Emerson-Johnson
Date de sortie
Décembre 2010
Genre
Jeu d'aventure
Mode de jeu
Un joueur
Plateforme
Microsoft Windows, OS X, PlayStation 3, iOS, Wii
Langue
Anglais
Moteur
Telltale Tool
Évaluation
PEGI 16 (d)
Site web
www.telltalegames.com/bttf
modifier - modifier le code - modifier Wikidata"
2651,14877,Pitball,PS,1996.0,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.03,no_data
2652,14878,X-Men Origins: Wolverine - Uncaged Edition,PC,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.03,no_data
2653,14879,Combat Wings: The Great Battles of WWII,Wii,,Simulation,City Interactive,0.02,0.0,0.0,0.0,0.03,no_data
2654,14880,D.C. III: Da Capo III,PSP,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,no_data
2655,14881,Judge Dredd: Dredd Vs Death,PS2,2003.0,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03,no_data
2656,14882,Ocean Commander,Wii,2009.0,Simulation,Valcon Games,0.02,0.0,0.0,0.0,0.03,no_data
2657,14883,Drome Racers,GBA,2003.0,Racing,THQ,0.02,0.01,0.0,0.0,0.03,"Lego Drome Racers
Développeur
Attention to Detail
Mobius Entertainment (GBA)
Éditeur
Electronic Arts
Lego Interactive
THQ (GBA)
Date de sortie
20 novembre 2002
Genre
Course
Mode de jeu
Multijoueur, solo
Plateforme
PlayStation 2, Xbox, GameCube, Windows, Game Boy Advance
modifier - modifier le code - modifier Wikidata"
2658,14884,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,no_data
2659,14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,no_data
2660,14886,Tank Beat,DS,2006.0,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.03,no_data
2661,14887,LEGO Pirates of the Caribbean: The Video Game,PC,2011.0,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.03,no_data
2662,14888,Turbo: Super Stunt Squad,WiiU,2013.0,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.03,no_data
2663,14889,Jurassic Park: Operation Genesis,PC,2003.0,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.03,"Petits Carnivores :
Albertosaurus
Ceratosaurus
Dilophosaurus
Velociraptor
Grands Carnivores :
Acrocanthosaurus
Allosaurus
Carcharodontosaurus
Spinosaurus
Tyrannosaurus
Petits Herbivores :
Dryosaurus
Gallimimus
Homalocephale
Kentrosaurus
Pachycephalosaurus
Styracosaurus
Grands Herbivores :
Ankylosaurus
Brachiosaurus
Camarasaurus
Corythosaurus
Edmontosaurus
Ouranosaurus
Parasaurolophus
Stegosaurus
Torosaurus
Triceratops"
2664,14890,The Peanuts Movie: Snoopy's Grand Adventure,X360,2015.0,Action,Activision,0.0,0.02,0.0,0.0,0.03,no_data
2665,14891,Tenkaichi * Sengoku Lovers,DS,2010.0,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03,no_data
2666,14892,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013.0,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03,no_data
2667,14893,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03,no_data
2668,14894,Bode Miller Alpine Skiing,PS2,2006.0,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,"Bode Miller Alpine Skiing
Développeur
49Games
Éditeur
Valcon Games (PS2)
Merscom (PC)
Date de sortie
6 février 2006
Genre
Sport (ski)
Mode de jeu
Solo, multijoueur
Plateforme
Ordinateur(s) :
Windows
Console(s) :
PlayStation 2
modifier - modifier le code - modifier Wikidata"
2669,14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03,no_data
2670,14896,R-Type Delta,PS,1998.0,Shooter,Irem Software Engineering,0.01,0.01,0.0,0.0,0.03,"Cet article ne cite pas suffisamment ses sources (mars 2020).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
2671,14897,Angelique: Maren no Rokukishi,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,no_data
2672,14898,Soul Eater: Battle Resonance,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Article détaillé : Liste des personnages de Soul Eater.
2673,14899,Psycho-Pass: Mandatory Happiness,PS4,2016.0,Adventure,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.03,"Psycho-Pass
Mandatory Happiness
Développeur
5pb.
Éditeur
JAP 5pb.
AN/EUR NIS America
Compositeur
Takeshi Abo
Date de sortie
Xbox One
JAP 28 mai 2015
PlayStation 4, PlayStation Vita
JAP 24 mars 2016
AN 13 septembre 2016
EUR 16 septembre 2016
Windows
24 avril 2017
Genre
Visual novel
Mode de jeu
Solo
Plateforme
Ordinateur(s) :
Windows
Console(s) :
PlayStation 4, Xbox One
Console(s) portable(s) :
PlayStation Vita
Langue
Anglais, japonais
Site web
nisamerica.com/games/psycho-pass
modifier - modifier le code - modifier Wikidata"
2674,14900,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,no_data
2675,14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994.0,Action,Banpresto,0.0,0.0,0.03,0.0,0.03,no_data
2676,14902,Napoleon Dynamite: The Game,DS,2007.0,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,"Napoleon Dynamite
Données clés
Réalisation Jared Hess
Scénario Jared Hess
Jerusha Hess
Acteurs principaux
Jon Heder
Jon Gries
Aaron Ruell
Sociétés de production Fox Searchlight Pictures
Paramount Pictures
MTV Films
Access Films
Napolean Pictures
Pays de production États-Unis
Genre Comédie
Durée 96 minutes
Sortie 2004
Pour plus de détails, voir Fiche technique et Distribution"
2677,14903,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008.0,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03,no_data
2678,14904,Rock 'N' Roll Adventures,Wii,2007.0,Platform,Popcorn Arcade,0.02,0.0,0.0,0.0,0.03,no_data
2679,14905,War Gods,PS,1996.0,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.03,"War Gods
Développeur
Midway Manufacturing Company
Éditeur
Midway Manufacturing Company
Date de sortie
Arcade
AN : 1995

Nintendo 64, PlayStation, PC
AN/EUR : 1997
Genre
Combat
Mode de jeu
Solo, multijoueur
Plateforme
Arcade, Nintendo 64, PlayStation, PC
Site web
www.eurocom.co.uk/index.php/video-games/wargods
modifier - modifier le code - modifier Wikidata"
2680,14906,Evangelion: Jo,PS2,2009.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,no_data
2681,14907,Doki Oki,PS,1995.0,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03,no_data
2682,14908,Gakuen Alice: WakuWaku * Happy Friends,DS,2007.0,Adventure,Kids Station,0.0,0.0,0.03,0.0,0.03,no_data
2683,14909,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012.0,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,no_data
2684,14910,Konohana 2: Todoke Kanai Requiem,PS2,2002.0,Adventure,Success,0.0,0.0,0.03,0.0,0.03,no_data
2685,14911,Derby Time 2006,PSP,2006.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,no_data
2686,14912,Yuusha Shisu.,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,no_data
2687,14913,Monster Mayhem: Build and Battle,DS,2009.0,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.02,no_data
